Range (km),Battery Level (%),Latitude (°),Longitude (°),Speed (km/h),Maintenance Cost ($),Charging Cost ($),Pin Code,Working Condition,Charging Status,Energy Consumed (kWh),Fast Charge Speed (kW),Date,dvr,Make,mgr,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,km
281.22,66,16.68536,68.743486,79,251,16,511653,1,0,42.183,105,2023-09-11,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,123336.0
281.22,66,16.68536,68.743486,140,251,16,511653,1,0,42.183,105,2023-09-11,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,124085.0
214.76,51,17.098606,72.87657,79,96,13,952729,1,0,32.214,93,2023-09-17,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,98707.0
214.76,51,17.098606,72.87657,140,96,13,952729,1,0,32.214,93,2023-09-17,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,95787.0
399.48,87,35.164101,89.421311,79,90,37,572145,1,1,59.922,50,2023-04-19,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,172673.0
399.48,87,35.164101,89.421311,140,90,37,572145,1,1,59.922,50,2023-04-19,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,169950.0
396.25,87,31.978864,93.694126,79,210,27,373587,1,1,59.4375,84,2023-10-03,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,169863.0
396.25,87,31.978864,93.694126,140,210,27,373587,1,1,59.4375,84,2023-10-03,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,174950.0
242.84,58,30.818446,92.580706,79,72,27,866113,0,1,36.426,133,2023-07-20,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,109067.0
242.84,58,30.818446,92.580706,140,72,27,866113,0,1,36.426,133,2023-07-20,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,105934.0
440.81,97,21.643294,89.628225,79,180,35,949235,1,0,66.1215,127,2023-03-05,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,186095.0
440.81,97,21.643294,89.628225,140,180,35,949235,1,0,66.1215,127,2023-03-05,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,186440.0
344.95,79,34.452754,92.040087,79,202,31,332320,1,1,51.7425,73,2023-02-07,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,151731.0
344.95,79,34.452754,92.040087,140,202,31,332320,1,1,51.7425,73,2023-02-07,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,147102.0
319.89,73,16.082944,72.23451800000002,79,291,36,149731,1,1,47.9835,107,2023-10-13,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,142630.0
319.89,73,16.082944,72.23451800000002,140,291,36,149731,1,1,47.9835,107,2023-10-13,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,143227.0
261.23,61,13.651179,90.623664,79,232,32,371195,1,1,39.1845,141,2023-12-14,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,117664.0
261.23,61,13.651179,90.623664,140,232,32,371195,1,1,39.1845,141,2023-12-14,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,119354.0
248.27,59,19.781603,93.088022,79,179,6,316026,1,1,37.2405,94,2023-01-15,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,116844.0
248.27,59,19.781603,93.088022,140,179,6,316026,1,1,37.2405,94,2023-01-15,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,112549.0
127.95,36,16.73037,84.748288,79,141,35,728830,1,0,19.1925,98,2023-09-11,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,60536.0
127.95,36,16.73037,84.748288,140,141,35,728830,1,0,19.1925,98,2023-09-11,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,62267.0
187.15,48,9.396531,91.200222,79,55,38,564840,1,0,28.0725,102,2023-05-28,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,89785.0
187.15,48,9.396531,91.200222,140,55,38,564840,1,0,28.0725,102,2023-05-28,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,92237.0
228.7,57,10.044926,78.3001,79,234,11,828476,1,0,34.305,104,2023-11-20,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,101089.0
228.7,57,10.044926,78.3001,140,234,11,828476,1,0,34.305,104,2023-11-20,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,100744.0
120.67,36,33.461205,90.512547,79,173,20,823385,1,0,18.1005,100,2023-12-21,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,63110.0
120.67,36,33.461205,90.512547,140,173,20,823385,1,0,18.1005,100,2023-12-21,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,60220.0
209.06,51,16.671973,84.974554,79,141,37,884410,1,0,31.359,99,2023-06-07,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,95224.0
209.06,51,16.671973,84.974554,140,141,37,884410,1,0,31.359,99,2023-06-07,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,101135.0
275.3,63,17.95095,71.776752,79,98,14,475006,1,1,41.295,77,2023-09-03,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,124716.0
275.3,63,17.95095,71.776752,140,98,14,475006,1,1,41.295,77,2023-09-03,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,119586.0
273.05,63,8.995230000000003,85.37405799999998,79,252,18,391472,1,0,40.9575,121,2023-04-03,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,124153.0
273.05,63,8.995230000000003,85.37405799999998,140,252,18,391472,1,0,40.9575,121,2023-04-03,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,118489.0
185.48,46,36.505198,87.282446,79,175,14,524872,1,0,27.822,107,2023-03-19,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,89163.0
185.48,46,36.505198,87.282446,140,175,14,524872,1,0,27.822,107,2023-03-19,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,89645.0
20.68,17,33.822078000000005,79.275326,79,214,9,885237,1,0,3.102,54,2023-12-04,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,26138.0
20.68,17,33.822078000000005,79.275326,140,214,9,885237,1,0,3.102,54,2023-12-04,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,23929.0
251.13,61,33.055772999999995,83.530788,79,282,20,819671,1,1,37.6695,110,2023-08-28,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,117182.0
251.13,61,33.055772999999995,83.530788,140,282,20,819671,1,1,37.6695,110,2023-08-28,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,112875.0
103.07,31,18.985853,86.026124,79,73,33,751753,1,0,15.460499999999998,73,2023-04-27,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,56093.0
103.07,31,18.985853,86.026124,140,73,33,751753,1,0,15.460499999999998,73,2023-04-27,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,57220.0
151.98,41,8.143562,84.821056,79,94,30,821790,1,1,22.797,99,2023-02-24,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,75258.0
151.98,41,8.143562,84.821056,140,94,30,821790,1,1,22.797,99,2023-02-24,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,78222.0
113.73,32,32.783404,91.066194,79,149,9,614189,1,0,17.0595,108,2023-01-17,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,58688.0
113.73,32,32.783404,91.066194,140,149,9,614189,1,0,17.0595,108,2023-01-17,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,59233.0
425.99,94,17.4255,74.838893,79,134,16,111773,1,0,63.8985,92,2023-11-13,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,182243.0
425.99,94,17.4255,74.838893,140,134,16,111773,1,0,63.8985,92,2023-11-13,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,187288.0
249.2,58,31.432835,90.577052,79,269,24,107874,1,1,37.38,82,2023-07-25,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,112667.0
249.2,58,31.432835,90.577052,140,269,24,107874,1,1,37.38,82,2023-07-25,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,110886.0
388.23,88,24.360886,70.637733,79,244,12,390677,1,1,58.2345,117,2023-03-27,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,165864.0
388.23,88,24.360886,70.637733,140,244,12,390677,1,1,58.2345,117,2023-03-27,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,169462.0
53.72,23,34.547983,96.18074,79,118,30,961645,0,1,8.058,147,2023-04-13,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,33147.0
53.72,23,34.547983,96.18074,140,118,30,961645,0,1,8.058,147,2023-04-13,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,31481.0
116.37,34,18.912226,92.578195,79,124,23,963285,1,0,17.4555,80,2023-10-19,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,57735.0
116.37,34,18.912226,92.578195,140,124,23,963285,1,0,17.4555,80,2023-10-19,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,60237.0
69.66,25,15.866697,87.67280699999998,79,142,25,165142,1,0,10.449000000000002,81,2023-06-16,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,43917.0
69.66,25,15.866697,87.67280699999998,140,142,25,165142,1,0,10.449000000000002,81,2023-06-16,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,41895.0
316.63,74,35.774474,86.144095,79,104,33,839130,1,1,47.4945,63,2023-01-21,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,143046.0
316.63,74,35.774474,86.144095,140,104,33,839130,1,1,47.4945,63,2023-01-21,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,138426.0
326.89,75,9.108139,75.309443,79,167,17,481366,1,0,49.0335,96,2023-06-25,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,142899.0
326.89,75,9.108139,75.309443,140,167,17,481366,1,0,49.0335,96,2023-06-25,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,142069.0
214.17,54,29.269412,95.413083,79,136,17,456840,0,1,32.125499999999995,83,2023-11-14,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,96202.0
214.17,54,29.269412,95.413083,140,136,17,456840,0,1,32.125499999999995,83,2023-11-14,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,98109.0
66.83,23,24.639026,89.30221999999998,79,293,29,935214,1,1,10.0245,75,2023-03-19,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,37959.0
66.83,23,24.639026,89.30221999999998,140,293,29,935214,1,1,10.0245,75,2023-03-19,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,39924.0
287.5,67,33.135086,80.551418,79,170,8,778359,1,1,43.125,101,2023-12-06,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,126020.0
287.5,67,33.135086,80.551418,140,170,8,778359,1,1,43.125,101,2023-12-06,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,124946.0
372.19,83,13.216616,74.753169,79,89,7,295873,1,0,55.8285,102,2023-01-22,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,160724.0
372.19,83,13.216616,74.753169,140,89,7,295873,1,0,55.8285,102,2023-01-22,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,164862.0
395.15,87,19.802022,76.895619,79,121,17,881639,1,0,59.2725,57,2023-04-03,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,169813.0
395.15,87,19.802022,76.895619,140,121,17,881639,1,0,59.2725,57,2023-04-03,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,175674.0
36.03,20,11.388409,82.407012,79,53,13,849517,1,0,5.4045,82,2023-07-14,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,33894.0
36.03,20,11.388409,82.407012,140,53,13,849517,1,0,5.4045,82,2023-07-14,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,32697.0
49.52,20,8.226293,77.628856,79,183,28,102375,1,1,7.428,57,2023-05-06,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,30260.0
49.52,20,8.226293,77.628856,140,183,28,102375,1,1,7.428,57,2023-05-06,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,36606.0
41.83,18,14.201566,68.55749899999999,79,288,21,989914,1,1,6.2745,125,2023-04-28,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,26751.0
41.83,18,14.201566,68.55749899999999,140,288,21,989914,1,1,6.2745,125,2023-04-28,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,26865.0
440.76,98,26.82691,79.050751,79,74,21,684044,1,0,66.11399999999999,126,2023-04-14,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,192476.0
440.76,98,26.82691,79.050751,140,74,21,684044,1,0,66.11399999999999,126,2023-04-14,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,184574.0
458.47,98,35.837121999999994,78.429249,79,160,34,945977,0,1,68.7705,92,2023-03-16,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,191251.0
458.47,98,35.837121999999994,78.429249,140,160,34,945977,0,1,68.7705,92,2023-03-16,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,198246.0
384.51,84,19.326107,86.982987,79,117,7,239005,1,1,57.6765,55,2023-09-12,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,165123.0
384.51,84,19.326107,86.982987,140,117,7,239005,1,1,57.6765,55,2023-09-12,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,168981.0
184.61,47,13.794845,75.821494,79,186,21,886924,1,0,27.6915,137,2023-01-31,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,85204.0
184.61,47,13.794845,75.821494,140,186,21,886924,1,0,27.6915,137,2023-01-31,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,88920.0
198.53,51,19.943411,78.26484,79,277,29,568456,1,0,29.7795,61,2023-02-22,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,95219.0
198.53,51,19.943411,78.26484,140,277,29,568456,1,0,29.7795,61,2023-02-22,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,97202.0
317.54,73,10.336123,95.136289,79,58,13,181700,1,0,47.631,90,2023-01-19,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,136907.0
317.54,73,10.336123,95.136289,140,58,13,181700,1,0,47.631,90,2023-01-19,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,140947.0
183.19,47,15.994047,70.32458000000001,79,136,28,974176,1,1,27.4785,77,2023-03-11,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,85585.0
183.19,47,15.994047,70.32458000000001,140,136,28,974176,1,1,27.4785,77,2023-03-11,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,89725.0
359.84,80,33.996031,85.457623,79,152,6,772678,0,0,53.97599999999999,117,2023-05-18,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,157307.0
359.84,80,33.996031,85.457623,140,152,6,772678,0,0,53.97599999999999,117,2023-05-18,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,160116.0
242.88,58,9.852288,89.191262,79,193,36,425295,1,1,36.432,62,2023-07-15,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,113961.0
242.88,58,9.852288,89.191262,140,193,36,425295,1,1,36.432,62,2023-07-15,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,114318.0
154.25,41,35.691885,68.026814,79,204,15,567941,1,1,23.1375,124,2023-10-16,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,74375.0
154.25,41,35.691885,68.026814,140,204,15,567941,1,1,23.1375,124,2023-10-16,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,77751.0
261.05,60,36.497,87.146784,79,127,33,826568,0,0,39.1575,82,2023-06-16,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,122230.0
261.05,60,36.497,87.146784,140,127,33,826568,0,0,39.1575,82,2023-06-16,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,121326.0
105.66,31,33.594353000000005,71.884721,79,119,29,436335,1,0,15.848999999999998,136,2023-06-16,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,56175.0
105.66,31,33.594353000000005,71.884721,140,119,29,436335,1,0,15.848999999999998,136,2023-06-16,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,58289.0
80.48,27,33.943011,72.710785,79,89,15,144648,1,0,12.072,142,2023-03-16,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,45793.0
80.48,27,33.943011,72.710785,140,89,15,144648,1,0,12.072,142,2023-03-16,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,42297.0
71.16,26,20.459096,83.013616,79,278,37,577131,1,0,10.674,61,2023-02-15,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,45196.0
71.16,26,20.459096,83.013616,140,278,37,577131,1,0,10.674,61,2023-02-15,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,38632.0
234.8,55,36.287111,89.988233,79,155,15,697186,1,0,35.22,88,2023-12-15,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,106954.0
234.8,55,36.287111,89.988233,140,155,15,697186,1,0,35.22,88,2023-12-15,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,104142.0
232.95,55,22.02302,69.022473,79,186,32,466012,1,1,34.942499999999995,116,2023-04-26,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,111072.0
232.95,55,22.02302,69.022473,140,186,32,466012,1,1,34.942499999999995,116,2023-04-26,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,103891.0
204.31,52,28.021568,73.24875,79,74,13,352468,1,1,30.6465,81,2023-01-24,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,98217.0
204.31,52,28.021568,73.24875,140,74,13,352468,1,1,30.6465,81,2023-01-24,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,99703.0
266.0,61,29.501692,80.92910400000002,79,224,26,524492,1,1,39.9,137,2023-08-11,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,119331.0
266.0,61,29.501692,80.92910400000002,140,224,26,524492,1,1,39.9,137,2023-08-11,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,116599.0
286.72,66,35.312564,77.950793,79,72,30,654672,1,1,43.008,148,2023-09-21,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,129928.0
286.72,66,35.312564,77.950793,140,72,30,654672,1,1,43.008,148,2023-09-21,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,129914.0
92.21,30,36.607916,69.188006,79,296,24,533619,1,1,13.831499999999998,107,2023-12-18,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,55748.0
92.21,30,36.607916,69.188006,140,296,24,533619,1,1,13.831499999999998,107,2023-12-18,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,47177.0
446.62,96,31.893367,85.484716,79,154,26,492775,1,1,66.993,75,2023-10-02,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,186862.0
446.62,96,31.893367,85.484716,140,154,26,492775,1,1,66.993,75,2023-10-02,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,191974.0
82.74,26,22.937128,79.314643,79,100,22,567191,1,0,12.411,63,2023-06-12,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,45333.0
82.74,26,22.937128,79.314643,140,100,22,567191,1,0,12.411,63,2023-06-12,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,48372.0
112.71,32,32.717568,94.556949,79,297,17,382652,1,0,16.906499999999998,104,2023-04-10,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,56458.0
112.71,32,32.717568,94.556949,140,297,17,382652,1,0,16.906499999999998,104,2023-04-10,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,55408.0
143.37,39,36.075052,87.156417,79,107,25,422479,1,1,21.5055,97,2023-03-27,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,72344.0
143.37,39,36.075052,87.156417,140,107,25,422479,1,1,21.5055,97,2023-03-27,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,69370.0
138.41,38,19.530385,69.844655,79,65,16,400653,1,1,20.7615,73,2023-07-18,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,70639.0
138.41,38,19.530385,69.844655,140,65,16,400653,1,1,20.7615,73,2023-07-18,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,66907.0
236.47,58,29.052486,95.443745,79,77,40,940455,0,1,35.4705,125,2023-09-25,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,103865.0
236.47,58,29.052486,95.443745,140,77,40,940455,0,1,35.4705,125,2023-09-25,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,105047.0
416.31,91,10.979661,85.10489100000002,79,160,36,581351,1,1,62.4465,63,2023-02-16,deepak,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,181985.0
416.31,91,10.979661,85.10489100000002,140,160,36,581351,1,1,62.4465,63,2023-02-16,shwetha,Tesla1,Mark,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,182002.0
